run_id,commit_hash,date,build_label,test_name,status,min_time,max_time,avg_time,run_count,all_runs
pr-22463-ee8c63-31,ee8c63,2026-09-17T14:17:11,PR 22463,test_wallet_swap_first_open_loading_time[fresh_user],passed,1.111550498753786,1.111550498753786,1.111550498753786,1,1.111550498753786
pr-22463-ee8c63-31,ee8c63,2026-09-17T14:17:11,PR 22463,test_wallet_swap_loading_time[fresh_user],passed,0.31287309899926186,0.9033025987446308,0.5650589194148778,5,"0.9033025987446308,0.31287309899926186,0.6162666995078325,0.6663515008985996,0.32650069892406464"
pr-22463-ee8c63-31,ee8c63,2026-09-17T14:17:11,PR 22463,test_status_community_second_open_loading_time[user_data0-user_account0],passed,2.1347782611846924,2.250582456588745,2.181085157394409,5,"2.250582456588745,2.167586088180542,2.1347782611846924,2.1812024116516113,2.171276569366455"
pr-22463-ee8c63-31,ee8c63,2026-09-17T14:17:11,PR 22463,test_wallet_account_open_loading_time[wallet_load_alex_user],passed,0.41506199911236763,0.41506199911236763,0.41506199911236763,1,0.41506199911236763
pr-22463-ee8c63-31,ee8c63,2026-09-17T14:17:11,PR 22463,test_wallet_account_open_loading_time[wallet_load_user],passed,0.7003633994609118,0.7003633994609118,0.7003633994609118,1,0.7003633994609118
pr-22463-ee8c63-31,ee8c63,2026-09-17T14:17:11,PR 22463,test_wallet_send_first_open_loading_time[wallet_load_user],passed,1.875254301354289,1.875254301354289,1.875254301354289,1,1.875254301354289
pr-22463-ee8c63-31,ee8c63,2026-09-17T14:17:11,PR 22463,test_wallet_send_loading_time[wallet_load_user],passed,0.46989879943430424,1.156249400228262,0.7419157795608043,5,"0.46989879943430424,0.7424986995756626,0.8228621985763311,1.156249400228262,0.5180697999894619"
pr-22463-ee8c63-31,ee8c63,2026-09-17T14:17:11,PR 22463,test_wallet_swap_first_open_loading_time[wallet_load_alex_user],passed,0.9643382001668215,0.9643382001668215,0.9643382001668215,1,0.9643382001668215
pr-22463-ee8c63-31,ee8c63,2026-09-17T14:17:11,PR 22463,test_wallet_swap_loading_time[wallet_load_alex_user],passed,0.40877349860966206,1.3486113008111715,0.8095657996833324,5,"0.917450899258256,0.8982824999839067,0.4747107997536659,1.3486113008111715,0.40877349860966206"
pr-22463-ee8c63-31,ee8c63,2026-09-17T14:17:11,PR 22463,test_wallet_add_account_first_open_loading_time[wallet_load_alex_user],passed,0.5945659000426531,0.5945659000426531,0.5945659000426531,1,0.5945659000426531
