run_id,commit_hash,date,build_label,test_name,metric_id,status,min_ram_mb,max_ram_mb,avg_ram_mb,run_count,all_runs
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_swap_first_open_loading_time[fresh_user],test_wallet_swap_first_open_ram_fresh,passed,703.9466145833334,703.9466145833334,703.9466145833334,1,703.9466145833334
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_swap_loading_time[fresh_user],test_wallet_swap_ram_fresh,passed,727.611328125,864.20703125,786.09453125,5,"727.611328125,735.32421875,777.705078125,864.20703125,825.625"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_status_community_second_open_loading_time[user_data0-user_account0],test_status_community_second_open_ram_member,passed,890.7897135416666,915.4283854166666,899.3150390625,5,"890.7897135416666,896.4534505208334,898.0846354166666,895.8190104166666,915.4283854166666"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_account_open_loading_time[wallet_load_alex_user],test_wallet_account_first_open_ram_wallet_load_alex,passed,780.95703125,780.95703125,780.95703125,1,780.95703125
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_account_open_loading_time[wallet_load_user],test_wallet_account_first_open_ram_wallet_load,passed,773.736328125,773.736328125,773.736328125,1,773.736328125
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_send_first_open_loading_time[wallet_load_user],test_wallet_send_first_open_ram_wallet_load,passed,741.787109375,741.787109375,741.787109375,1,741.787109375
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_send_loading_time[wallet_load_user],test_wallet_send_ram_wallet_load,passed,744.859375,760.224609375,750.55546875,5,"744.859375,746.0625,747.625,754.005859375,760.224609375"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_swap_first_open_loading_time[wallet_load_alex_user],test_wallet_swap_first_open_ram_wallet_load_alex,passed,820.63671875,820.63671875,820.63671875,1,820.63671875
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_swap_loading_time[wallet_load_alex_user],test_wallet_swap_ram_wallet_load_alex,passed,825.0859375,835.568359375,830.85859375,5,"832.95703125,826.46484375,825.0859375,834.216796875,835.568359375"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_add_account_first_open_loading_time[wallet_load_alex_user],test_wallet_add_account_first_open_ram_wallet_load_alex,passed,840.890625,840.890625,840.890625,1,840.890625
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_add_account_loading_time[wallet_load_alex_user],test_wallet_add_account_ram_wallet_load_alex,passed,808.94921875,858.501953125,825.499609375,5,"808.94921875,820.96484375,822.55078125,816.53125,858.501953125"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_activity_tab_first_open_loading_time[wallet_load_alex_user],test_wallet_activity_tab_first_open_ram_wallet_load_alex,passed,841.841796875,841.841796875,841.841796875,1,841.841796875
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_activity_tab_loading_time[wallet_load_alex_user],test_wallet_activity_tab_ram_wallet_load_alex,passed,817.1953125,844.486328125,833.3234375,5,"817.1953125,828.181640625,843.193359375,833.560546875,844.486328125"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_receive_first_open_loading_time[wallet_load_alex_user],test_wallet_receive_first_open_ram_wallet_load_alex,passed,790.5481770833334,790.5481770833334,790.5481770833334,1,790.5481770833334
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_receive_loading_time[wallet_load_alex_user],test_wallet_receive_ram_wallet_load_alex,passed,764.177734375,794.712890625,783.96015625,5,"792.341796875,794.712890625,786.248046875,782.3203125,764.177734375"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_assets_tab_first_open_loading_time[fresh_user],test_wallet_assets_tab_first_open_ram_fresh,passed,789.52734375,789.52734375,789.52734375,1,789.52734375
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_assets_tab_loading_time[fresh_user],test_wallet_assets_tab_ram_fresh,passed,778.6744791666666,806.859375,794.8833333333333,5,"778.6744791666666,780.5234375,803.3984375,804.9609375,806.859375"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_collectibles_tab_first_open_loading_time[fresh_user],test_wallet_collectibles_tab_first_open_ram_fresh,passed,672.7265625,672.7265625,672.7265625,1,672.7265625
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_collectibles_tab_loading_time[fresh_user],test_wallet_collectibles_tab_ram_fresh,passed,672.87890625,712.5625,688.63203125,5,"672.87890625,689.3203125,684.171875,684.2265625,712.5625"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_receive_first_open_loading_time[fresh_user],test_wallet_receive_first_open_ram_fresh,passed,675.49609375,675.49609375,675.49609375,1,675.49609375
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_receive_loading_time[fresh_user],test_wallet_receive_ram_fresh,passed,721.4453125,795.826171875,745.182421875,5,"721.4453125,724.701171875,727.458984375,795.826171875,756.48046875"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_account_open_loading_time[fresh_user],test_wallet_account_first_open_ram_fresh,passed,690.45703125,690.45703125,690.45703125,1,690.45703125
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_first_open_loading_time[wallet_load_user],test_wallet_first_open_ram_wallet_load,passed,809.994140625,809.994140625,809.994140625,1,809.994140625
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_activity_tab_first_open_loading_time[fresh_user],test_wallet_activity_tab_first_open_ram_fresh,passed,663.66796875,663.66796875,663.66796875,1,663.66796875
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_activity_tab_loading_time[fresh_user],test_wallet_activity_tab_ram_fresh,passed,666.75,722.046875,688.85703125,5,"666.75,685.109375,685.1640625,685.21484375,722.046875"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_activity_tab_first_open_loading_time[wallet_load_user],test_wallet_activity_tab_first_open_ram_wallet_load,passed,801.318359375,801.318359375,801.318359375,1,801.318359375
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_activity_tab_loading_time[wallet_load_user],test_wallet_activity_tab_ram_wallet_load,passed,771.451171875,784.072265625,777.34609375,5,"778.169921875,772.763671875,784.072265625,771.451171875,780.2734375"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_assets_tab_first_open_loading_time[wallet_load_user],test_wallet_assets_tab_first_open_ram_wallet_load,passed,747.0859375,747.0859375,747.0859375,1,747.0859375
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_assets_tab_loading_time[wallet_load_user],test_wallet_assets_tab_ram_wallet_load,passed,752.54296875,760.5221354166666,754.5763020833333,5,"753.486328125,752.54296875,753.296875,753.033203125,760.5221354166666"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_swap_first_open_loading_time[wallet_load_user],test_wallet_swap_first_open_ram_wallet_load,passed,791.453125,791.453125,791.453125,1,791.453125
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_swap_loading_time[wallet_load_user],test_wallet_swap_ram_wallet_load,passed,781.53515625,807.70703125,791.05390625,5,"781.53515625,789.5625,783.7265625,792.73828125,807.70703125"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_collectibles_tab_first_open_loading_time[wallet_load_user],test_wallet_collectibles_tab_first_open_ram_wallet_load,passed,748.53125,748.53125,748.53125,1,748.53125
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_collectibles_tab_loading_time[wallet_load_user],test_wallet_collectibles_tab_ram_wallet_load,passed,757.3515625,806.95703125,777.9015625,5,"806.95703125,797.24609375,763.3203125,757.3515625,764.6328125"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_repeat_open_loading_time[fresh_user],test_wallet_repeat_open_ram_fresh,passed,778.490234375,876.00390625,828.653125,5,"778.490234375,832.06640625,801.935546875,876.00390625,854.76953125"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_assets_tab_first_open_loading_time[wallet_load_alex_user],test_wallet_assets_tab_first_open_ram_wallet_load_alex,passed,859.4765625,859.4765625,859.4765625,1,859.4765625
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_assets_tab_loading_time[wallet_load_alex_user],test_wallet_assets_tab_ram_wallet_load_alex,passed,790.267578125,800.1315104166666,793.5903645833333,5,"793.880859375,800.1315104166666,791.671875,792.0,790.267578125"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_status_community_first_open_loading_time[user_data0-user_account0],test_status_community_first_open_ram_member,passed,796.9140625,796.9140625,796.9140625,1,796.9140625
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_add_account_first_open_loading_time[wallet_load_user],test_wallet_add_account_first_open_ram_wallet_load,passed,803.443359375,803.443359375,803.443359375,1,803.443359375
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_add_account_loading_time[wallet_load_user],test_wallet_add_account_ram_wallet_load,passed,763.16796875,778.76953125,771.653515625,5,"763.16796875,765.07421875,774.625,776.630859375,778.76953125"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_add_account_first_open_loading_time[fresh_user],test_wallet_add_account_first_open_ram_fresh,passed,749.51171875,749.51171875,749.51171875,1,749.51171875
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_add_account_loading_time[fresh_user],test_wallet_add_account_ram_fresh,passed,747.91015625,749.326171875,748.81328125,5,"747.91015625,748.60546875,749.103515625,749.12109375,749.326171875"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_first_open_loading_time[fresh_user],test_wallet_first_open_ram_fresh,passed,718.109375,718.109375,718.109375,1,718.109375
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_repeat_open_loading_time[wallet_load_user],test_wallet_repeat_open_ram_wallet_load,passed,801.29296875,939.654296875,883.3875,5,"801.29296875,874.25,867.625,934.115234375,939.654296875"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_receive_first_open_loading_time[wallet_load_user],test_wallet_receive_first_open_ram_wallet_load,passed,768.71875,768.71875,768.71875,1,768.71875
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_receive_loading_time[wallet_load_user],test_wallet_receive_ram_wallet_load,passed,734.615234375,755.884765625,744.204296875,5,"750.8828125,755.884765625,734.615234375,739.115234375,740.5234375"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_first_open_loading_time[wallet_load_alex_user],test_wallet_first_open_ram_wallet_load_alex,passed,883.208984375,883.208984375,883.208984375,1,883.208984375
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_send_first_open_loading_time[fresh_user],test_wallet_send_first_open_ram_fresh,passed,798.40234375,798.40234375,798.40234375,1,798.40234375
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_send_loading_time[fresh_user],test_wallet_send_ram_fresh,passed,759.0390625,805.763671875,781.195703125,5,"759.0390625,767.982421875,805.763671875,781.62109375,791.572265625"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_send_first_open_loading_time[wallet_load_alex_user],test_wallet_send_first_open_ram_wallet_load_alex,passed,803.0245535714286,803.0245535714286,803.0245535714286,1,803.0245535714286
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_send_loading_time[wallet_load_alex_user],test_wallet_send_ram_wallet_load_alex,passed,806.43359375,818.1223958333334,811.690625,5,"807.48828125,816.7076822916666,809.701171875,818.1223958333334,806.43359375"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_repeat_open_loading_time[wallet_load_alex_user],test_wallet_repeat_open_ram_wallet_load_alex,passed,871.4921875,908.546875,894.764453125,5,"871.4921875,902.568359375,890.615234375,900.599609375,908.546875"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_collectibles_tab_first_open_loading_time[wallet_load_alex_user],test_wallet_collectibles_tab_first_open_ram_wallet_load_alex,passed,806.5703125,806.5703125,806.5703125,1,806.5703125
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_collectibles_tab_loading_time[wallet_load_alex_user],test_wallet_collectibles_tab_ram_wallet_load_alex,passed,783.1328125,795.359375,790.42265625,5,"795.140625,783.625,795.359375,783.1328125,794.85546875"
