run_id,commit_hash,date,build_label,test_name,metric_id,status,min_cpu,max_cpu,avg_cpu,run_count,all_runs
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_swap_first_open_loading_time[fresh_user],test_wallet_swap_first_open_cpu_fresh,passed,37.229166666666664,37.229166666666664,37.229166666666664,1,37.229166666666664
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_swap_loading_time[fresh_user],test_wallet_swap_cpu_fresh,passed,3.4875,48.150000000000006,19.326875,5,"17.7875,3.4875,23.053125,48.150000000000006,4.15625"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_status_community_second_open_loading_time[user_data0-user_account0],test_status_community_second_open_cpu_member,passed,8.499479166666667,55.53541666666666,27.1890625,5,"9.786979166666667,8.499479166666667,47.99010416666666,55.53541666666666,14.133333333333328"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_account_open_loading_time[wallet_load_alex_user],test_wallet_account_first_open_cpu_wallet_load_alex,passed,40.68958333333333,40.68958333333333,40.68958333333333,1,40.68958333333333
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_account_open_loading_time[wallet_load_user],test_wallet_account_first_open_cpu_wallet_load,passed,50.73125,50.73125,50.73125,1,50.73125
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_send_first_open_loading_time[wallet_load_user],test_wallet_send_first_open_cpu_wallet_load,passed,40.471875,40.471875,40.471875,1,40.471875
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_send_loading_time[wallet_load_user],test_wallet_send_cpu_wallet_load,passed,17.7625,37.2,24.575625,5,"37.2,20.296875,24.737499999999997,22.88125,17.7625"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_swap_first_open_loading_time[wallet_load_alex_user],test_wallet_swap_first_open_cpu_wallet_load_alex,passed,55.398958333333326,55.398958333333326,55.398958333333326,1,55.398958333333326
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_swap_loading_time[wallet_load_alex_user],test_wallet_swap_cpu_wallet_load_alex,passed,18.6375,72.096875,41.0175,5,"72.096875,57.884375,19.46875,37.0,18.6375"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_add_account_first_open_loading_time[wallet_load_alex_user],test_wallet_add_account_first_open_cpu_wallet_load_alex,passed,57.609375,57.609375,57.609375,1,57.609375
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_add_account_loading_time[wallet_load_alex_user],test_wallet_add_account_cpu_wallet_load_alex,passed,22.278125,75.575,44.715625,5,"72.215625,75.575,22.278125,23.175,30.334374999999998"
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_activity_tab_first_open_loading_time[wallet_load_alex_user],test_wallet_activity_tab_first_open_cpu_wallet_load_alex,passed,49.6625,49.6625,49.6625,1,49.6625
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,test_wallet_activity_tab_loading_time[wallet_load_alex_user],test_wallet_activity_tab_cpu_wallet_load_alex,passed,60.284375,78.865625,68.66875,5,"66.109375,63.771875,78.865625,74.3125,60.284375"
